Timestamp,Human readable date,daily,Context
1635273581000,2021-10-26 18:39:41,13.0,b'{}'
1635270024000,2021-10-26 17:40:24,11.0,b'{}'
1635267454000,2021-10-26 16:57:34,7.0,b'{}'
1635263830000,2021-10-26 15:57:10,2.0,b'{}'
1635258973000,2021-10-26 14:36:13,1.0,b'{}'
1635256801000,2021-10-26 14:00:01,0.0,b'{}'
1635253201000,2021-10-26 13:00:01,0.0,b'{}'
1635249601000,2021-10-26 12:00:01,0.0,b'{}'
1635246000000,2021-10-26 11:00:00,0.0,b'{}'
1635242400000,2021-10-26 10:00:00,0.0,b'{}'
1635238800000,2021-10-26 09:00:00,0.0,b'{}'
1635235200000,2021-10-26 08:00:00,0.0,b'{}'
1635231600000,2021-10-26 07:00:00,0.0,b'{}'
1635228001000,2021-10-26 06:00:01,0.0,b'{}'
1635224401000,2021-10-26 05:00:01,24.0,b'{}'
1635220800000,2021-10-26 04:00:00,24.0,b'{}'
1635214348000,2021-10-26 02:12:28,24.0,b'{}'
1635212242000,2021-10-26 01:37:22,22.0,b'{}'
1635208872000,2021-10-26 00:41:12,20.0,b'{}'
1635204985000,2021-10-25 23:36:25,16.0,b'{}'
1635202090000,2021-10-25 22:48:10,15.0,b'{}'
1635199201000,2021-10-25 22:00:01,14.0,b'{}'
1635193636000,2021-10-25 20:27:16,14.0,b'{}'
1635191827000,2021-10-25 19:57:07,12.0,b'{}'
1635188400000,2021-10-25 19:00:00,6.0,b'{}'
1635188379000,2021-10-25 18:59:39,6.0,b'{}'
1635188145000,2021-10-25 18:55:45,6.0,b'{}'
1635184232000,2021-10-25 17:50:32,4.0,b'{}'
1635180134000,2021-10-25 16:42:14,2.0,b'{}'
1635177600000,2021-10-25 16:00:00,0.0,b'{}'
1635174001000,2021-10-25 15:00:01,0.0,b'{}'
1635170400000,2021-10-25 14:00:00,0.0,b'{}'
1635166801000,2021-10-25 13:00:01,0.0,b'{}'
1635163201000,2021-10-25 12:00:01,0.0,b'{}'
1635159601000,2021-10-25 11:00:01,0.0,b'{}'
1635156001000,2021-10-25 10:00:01,0.0,b'{}'
1635152401000,2021-10-25 09:00:01,0.0,b'{}'
1635148801000,2021-10-25 08:00:01,0.0,b'{}'
1635145201000,2021-10-25 07:00:01,0.0,b'{}'
1635141601000,2021-10-25 06:00:01,0.0,b'{}'
1635138001000,2021-10-25 05:00:01,11.0,b'{}'
1635134400000,2021-10-25 04:00:00,11.0,b'{}'
1635130801000,2021-10-25 03:00:01,11.0,b'{}'
1635127201000,2021-10-25 02:00:01,11.0,b'{}'
1635123601000,2021-10-25 01:00:01,11.0,b'{}'
1635120000000,2021-10-25 00:00:00,11.0,b'{}'
1635116400000,2021-10-24 23:00:00,11.0,b'{}'
1635112800000,2021-10-24 22:00:00,11.0,b'{}'
1635109201000,2021-10-24 21:00:01,11.0,b'{}'
1635103375000,2021-10-24 19:22:55,11.0,b'{}'
1635101104000,2021-10-24 18:45:04,9.0,b'{}'
1635097809000,2021-10-24 17:50:09,7.0,b'{}'
1635094524000,2021-10-24 16:55:24,5.0,b'{}'
1635091200000,2021-10-24 16:00:00,1.0,b'{}'
1635087199000,2021-10-24 14:53:19,1.0,b'{}'
1635084001000,2021-10-24 14:00:01,0.0,b'{}'
1635080401000,2021-10-24 13:00:01,0.0,b'{}'
1635076800000,2021-10-24 12:00:00,0.0,b'{}'
1635073201000,2021-10-24 11:00:01,0.0,b'{}'
1635069600000,2021-10-24 10:00:00,0.0,b'{}'
1635066001000,2021-10-24 09:00:01,0.0,b'{}'
1635062400000,2021-10-24 08:00:00,0.0,b'{}'
1635058800000,2021-10-24 07:00:00,0.0,b'{}'
1635055200000,2021-10-24 06:00:00,0.0,b'{}'
1635051601000,2021-10-24 05:00:01,169.0,b'{}'
1635048001000,2021-10-24 04:00:01,169.0,b'{}'
1635043587000,2021-10-24 02:46:27,169.0,b'{}'
Timestamp,Human readable date,daily,Context
1635383326000,2021-10-28 01:08:46,31.0,b'{}'
1635379480000,2021-10-28 00:04:40,29.0,b'{}'
1635378143000,2021-10-27 23:42:23,28.0,b'{}'
1635373957000,2021-10-27 22:32:37,23.0,b'{}'
1635371597000,2021-10-27 21:53:17,20.0,b'{}'
1635368039000,2021-10-27 20:53:59,14.0,b'{}'
1635362084000,2021-10-27 19:14:44,7.0,b'{}'
1635359161000,2021-10-27 18:26:01,5.0,b'{}'
1635356863000,2021-10-27 17:47:43,3.0,b'{}'
1635354000000,2021-10-27 17:00:00,1.0,b'{}'
1635348772000,2021-10-27 15:32:52,1.0,b'{}'
1635346801000,2021-10-27 15:00:01,0.0,b'{}'
1635343201000,2021-10-27 14:00:01,0.0,b'{}'
1635339601000,2021-10-27 13:00:01,0.0,b'{}'
1635303601000,2021-10-27 03:00:01,8.0,b'{}'
1635300001000,2021-10-27 02:00:01,8.0,b'{}'
1635292837000,2021-10-27 00:00:37,8.0,b'{}'
1635292801000,2021-10-27 00:00:01,7.0,b'{}'
1635287012000,2021-10-26 22:23:32,7.0,b'{}'
1635285601000,2021-10-26 22:00:01,6.0,b'{}'
1635281605000,2021-10-26 20:53:25,6.0,b'{}'
1635278352000,2021-10-26 19:59:12,3.0,b'{}'
1635272870000,2021-10-26 18:27:50,1.0,b'{}'
1635271201000,2021-10-26 18:00:01,0.0,b'{}'
1635267601000,2021-10-26 17:00:01,0.0,b'{}'
1635264000000,2021-10-26 16:00:00,0.0,b'{}'
1635260401000,2021-10-26 15:00:01,0.0,b'{}'
1635256800000,2021-10-26 14:00:00,0.0,b'{}'
1635253200000,2021-10-26 13:00:00,0.0,b'{}'
1635217200000,2021-10-26 03:00:00,2.0,b'{}'
1635213601000,2021-10-26 02:00:01,2.0,b'{}'
1635210001000,2021-10-26 01:00:01,2.0,b'{}'
1635202822000,2021-10-25 23:00:22,2.0,b'{}'
1635202801000,2021-10-25 23:00:01,0.0,b'{}'
1635199201000,2021-10-25 22:00:01,0.0,b'{}'
1635195601000,2021-10-25 21:00:01,0.0,b'{}'
1635192001000,2021-10-25 20:00:01,0.0,b'{}'
1635188401000,2021-10-25 19:00:01,0.0,b'{}'
1635184801000,2021-10-25 18:00:01,0.0,b'{}'
1635181200000,2021-10-25 17:00:00,0.0,b'{}'
1635177600000,2021-10-25 16:00:00,0.0,b'{}'
1635174001000,2021-10-25 15:00:01,0.0,b'{}'
1635170401000,2021-10-25 14:00:01,0.0,b'{}'
1635166801000,2021-10-25 13:00:01,0.0,b'{}'
1635130801000,2021-10-25 03:00:01,1.0,b'{}'
1635127200000,2021-10-25 02:00:00,1.0,b'{}'
1635123601000,2021-10-25 01:00:01,1.0,b'{}'
1635120000000,2021-10-25 00:00:00,1.0,b'{}'
1635116400000,2021-10-24 23:00:00,1.0,b'{}'
1635112801000,2021-10-24 22:00:01,1.0,b'{}'
1635109200000,2021-10-24 21:00:00,1.0,b'{}'
1635105600000,2021-10-24 20:00:00,1.0,b'{}'
1635102001000,2021-10-24 19:00:01,1.0,b'{}'
1635098400000,2021-10-24 18:00:00,1.0,b'{}'
1635094800000,2021-10-24 17:00:00,1.0,b'{}'
1635087636000,2021-10-24 15:00:36,1.0,b'{}'
1635087601000,2021-10-24 15:00:01,0.0,b'{}'
1635084000000,2021-10-24 14:00:00,0.0,b'{}'
1635080401000,2021-10-24 13:00:01,0.0,b'{}'
1635044401000,2021-10-24 03:00:01,221.0,b'{}'
Timestamp,Human readable date,daily,Context
1635386414827,2021-10-28 02:00:14,84.0,b'{}'
1635382815623,2021-10-28 01:00:15,73.0,b'{}'
1635379214118,2021-10-28 00:00:14,62.0,b'{}'
1635375616874,2021-10-27 23:00:16,52.0,b'{}'
1635372016174,2021-10-27 22:00:16,46.0,b'{}'
1635368415574,2021-10-27 21:00:15,42.0,b'{}'
1635364816157,2021-10-27 20:00:16,36.0,b'{}'
1635361219669,2021-10-27 19:00:19,34.0,b'{}'
1635357616203,2021-10-27 18:00:16,17.0,b'{}'
1635354016757,2021-10-27 17:00:16,15.0,b'{}'
1635350414189,2021-10-27 16:00:14,13.0,b'{}'
1635346820532,2021-10-27 15:00:20,6.0,b'{}'
1635343221477,2021-10-27 14:00:21,1.0,b'{}'
1635339620280,2021-10-27 13:00:20,1.0,b'{}'
1635336026142,2021-10-27 12:00:26,1.0,b'{}'
1635332422491,2021-10-27 11:00:22,1.0,b'{}'
1635328815551,2021-10-27 10:00:15,1.0,b'{}'
1635325221833,2021-10-27 09:00:21,0.0,b'{}'
1635321622592,2021-10-27 08:00:22,0.0,b'{}'
1635318023122,2021-10-27 07:00:23,0.0,b'{}'
1635314424159,2021-10-27 06:00:24,0.0,b'{}'
1635310823138,2021-10-27 05:00:23,0.0,b'{}'
1635307222532,2021-10-27 04:00:22,0.0,b'{}'
1635303619968,2021-10-27 03:00:19,57.0,b'{}'
1635300014845,2021-10-27 02:00:14,57.0,b'{}'
1635296413728,2021-10-27 01:00:13,56.0,b'{}'
1635292816096,2021-10-27 00:00:16,48.0,b'{}'
1635289215480,2021-10-26 23:00:15,43.0,b'{}'
1635285621833,2021-10-26 22:00:21,36.0,b'{}'
1635282016702,2021-10-26 21:00:16,34.0,b'{}'
1635278416213,2021-10-26 20:00:16,27.0,b'{}'
1635274821998,2021-10-26 19:00:21,24.0,b'{}'
1635271217421,2021-10-26 18:00:17,22.0,b'{}'
1635267616771,2021-10-26 17:00:16,17.0,b'{}'
1635264017582,2021-10-26 16:00:17,11.0,b'{}'
1635260418164,2021-10-26 15:00:18,7.0,b'{}'
1635256817332,2021-10-26 14:00:17,4.0,b'{}'
1635253218006,2021-10-26 13:00:18,1.0,b'{}'
1635249628101,2021-10-26 12:00:28,0.0,b'{}'
1635246023136,2021-10-26 11:00:23,0.0,b'{}'
1635242422690,2021-10-26 10:00:22,0.0,b'{}'
1635238824790,2021-10-26 09:00:24,0.0,b'{}'
1635235230319,2021-10-26 08:00:30,0.0,b'{}'
1635231624470,2021-10-26 07:00:24,0.0,b'{}'
1635228023836,2021-10-26 06:00:23,0.0,b'{}'
1635224424516,2021-10-26 05:00:24,0.0,b'{}'
1635220825140,2021-10-26 04:00:25,0.0,b'{}'
1635217218615,2021-10-26 03:00:18,40.0,b'{}'
1635213618734,2021-10-26 02:00:18,38.0,b'{}'
1635210019661,2021-10-26 01:00:19,37.0,b'{}'
1635206419261,2021-10-26 00:00:19,34.0,b'{}'
1635202817307,2021-10-25 23:00:17,26.0,b'{}'
1635199230048,2021-10-25 22:00:30,24.0,b'{}'
1635195617762,2021-10-25 21:00:17,20.0,b'{}'
1635192014160,2021-10-25 20:00:14,16.0,b'{}'
1635188415670,2021-10-25 19:00:15,14.0,b'{}'
1635184814414,2021-10-25 18:00:14,9.0,b'{}'
1635181224444,2021-10-25 17:00:24,5.0,b'{}'
1635177621023,2021-10-25 16:00:21,3.0,b'{}'
1635174021861,2021-10-25 15:00:21,1.0,b'{}'
1635170417498,2021-10-25 14:00:17,1.0,b'{}'
1635166821766,2021-10-25 13:00:21,0.0,b'{}'
1635163221384,2021-10-25 12:00:21,0.0,b'{}'
1635159628256,2021-10-25 11:00:28,0.0,b'{}'
1635156022669,2021-10-25 10:00:22,0.0,b'{}'
1635152423190,2021-10-25 09:00:23,0.0,b'{}'
1635148823861,2021-10-25 08:00:23,0.0,b'{}'
1635145221933,2021-10-25 07:00:21,0.0,b'{}'
1635141622493,2021-10-25 06:00:22,0.0,b'{}'
1635138022301,2021-10-25 05:00:22,0.0,b'{}'
1635134421445,2021-10-25 04:00:21,0.0,b'{}'
1635130818158,2021-10-25 03:00:18,9.0,b'{}'
1635127217950,2021-10-25 02:00:17,9.0,b'{}'
1635123619253,2021-10-25 01:00:19,9.0,b'{}'
1635120020085,2021-10-25 00:00:20,9.0,b'{}'
1635116421176,2021-10-24 23:00:21,8.0,b'{}'
1635112816332,2021-10-24 22:00:16,8.0,b'{}'
1635109220550,2021-10-24 21:00:20,7.0,b'{}'
1635105616088,2021-10-24 20:00:16,7.0,b'{}'
1635102018774,2021-10-24 19:00:18,6.0,b'{}'
1635098415239,2021-10-24 18:00:15,5.0,b'{}'
1635094823942,2021-10-24 17:00:23,4.0,b'{}'
1635091215316,2021-10-24 16:00:15,4.0,b'{}'
1635087622174,2021-10-24 15:00:22,3.0,b'{}'
1635084022664,2021-10-24 14:00:22,3.0,b'{}'
1635080423820,2021-10-24 13:00:23,3.0,b'{}'
1635076822612,2021-10-24 12:00:22,2.0,b'{}'
1635073221129,2021-10-24 11:00:21,2.0,b'{}'
1635069623904,2021-10-24 10:00:23,2.0,b'{}'
1635066023221,2021-10-24 09:00:23,2.0,b'{}'
1635062423897,2021-10-24 08:00:23,2.0,b'{}'
1635058823054,2021-10-24 07:00:23,2.0,b'{}'
1635055222556,2021-10-24 06:00:22,2.0,b'{}'
1635051619348,2021-10-24 05:00:19,2.0,b'{}'
1635048023121,2021-10-24 04:00:23,0.0,b'{}'
1635044422620,2021-10-24 03:00:22,95.0,b'{}'
Timestamp,Human readable date,daily,Context
1635386413189,2021-10-28 02:00:13,317.0,b'{}'
1635382813721,2021-10-28 01:00:13,297.0,b'{}'
1635379213186,2021-10-28 00:00:13,259.0,b'{}'
1635375614820,2021-10-27 23:00:14,212.0,b'{}'
1635372014523,2021-10-27 22:00:14,182.0,b'{}'
1635368414502,2021-10-27 21:00:14,149.0,b'{}'
1635364812387,2021-10-27 20:00:12,117.0,b'{}'
1635361214983,2021-10-27 19:00:14,95.0,b'{}'
1635357615977,2021-10-27 18:00:15,74.0,b'{}'
1635354015670,2021-10-27 17:00:15,53.0,b'{}'
1635350419947,2021-10-27 16:00:19,38.0,b'{}'
1635346815283,2021-10-27 15:00:15,17.0,b'{}'
1635343225879,2021-10-27 14:00:25,5.0,b'{}'
1635339621510,2021-10-27 13:00:21,5.0,b'{}'
1635336020371,2021-10-27 12:00:20,5.0,b'{}'
1635332422075,2021-10-27 11:00:22,5.0,b'{}'
1635328819196,2021-10-27 10:00:19,5.0,b'{}'
1635325221010,2021-10-27 09:00:21,5.0,b'{}'
1635321615878,2021-10-27 08:00:15,5.0,b'{}'
1635318020100,2021-10-27 07:00:20,3.0,b'{}'
1635314422100,2021-10-27 06:00:22,3.0,b'{}'
1635310820639,2021-10-27 05:00:20,3.0,b'{}'
1635307241292,2021-10-27 04:00:41,3.0,b'{}'
1635303616438,2021-10-27 03:00:16,135.0,b'{}'
1635300018189,2021-10-27 02:00:18,135.0,b'{}'
1635296412612,2021-10-27 01:00:12,126.0,b'{}'
1635292817594,2021-10-27 00:00:17,104.0,b'{}'
1635289214436,2021-10-26 23:00:14,88.0,b'{}'
1635285611332,2021-10-26 22:00:11,74.0,b'{}'
1635282013698,2021-10-26 21:00:13,63.0,b'{}'
1635278418202,2021-10-26 20:00:18,51.0,b'{}'
1635274813976,2021-10-26 19:00:13,36.0,b'{}'
1635271214434,2021-10-26 18:00:14,20.0,b'{}'
1635267611878,2021-10-26 17:00:11,11.0,b'{}'
1635264012570,2021-10-26 16:00:12,4.0,b'{}'
1635260413235,2021-10-26 15:00:13,2.0,b'{}'
1635256824253,2021-10-26 14:00:24,0.0,b'{}'
1635253222491,2021-10-26 13:00:22,0.0,b'{}'
1635249618631,2021-10-26 12:00:18,0.0,b'{}'
1635246023954,2021-10-26 11:00:23,0.0,b'{}'
1635242426198,2021-10-26 10:00:26,0.0,b'{}'
1635238821536,2021-10-26 09:00:21,0.0,b'{}'
1635235225798,2021-10-26 08:00:25,0.0,b'{}'
1635231624308,2021-10-26 07:00:24,0.0,b'{}'
1635228022046,2021-10-26 06:00:22,0.0,b'{}'
1635224422756,2021-10-26 05:00:22,0.0,b'{}'
1635220825895,2021-10-26 04:00:25,0.0,b'{}'
1635217220233,2021-10-26 03:00:20,52.0,b'{}'
1635213627578,2021-10-26 02:00:27,52.0,b'{}'
1635210014676,2021-10-26 01:00:14,51.0,b'{}'
1635206417176,2021-10-26 00:00:17,39.0,b'{}'
1635202814730,2021-10-25 23:00:14,31.0,b'{}'
1635199215385,2021-10-25 22:00:15,22.0,b'{}'
1635195688875,2021-10-25 21:01:28,16.0,b'{}'
1635195653466,2021-10-25 21:00:53,16.0,b'{}'
1635192017045,2021-10-25 20:00:17,5.0,b'{}'
1635188415100,2021-10-25 19:00:15,3.0,b'{}'
1635184818325,2021-10-25 18:00:18,2.0,b'{}'
1635181220721,2021-10-25 17:00:20,2.0,b'{}'
1635177620480,2021-10-25 16:00:20,2.0,b'{}'
1635174013333,2021-10-25 15:00:13,2.0,b'{}'
1635170421567,2021-10-25 14:00:21,0.0,b'{}'
1635166818554,2021-10-25 13:00:18,0.0,b'{}'
1635163223468,2021-10-25 12:00:23,0.0,b'{}'
1635159622182,2021-10-25 11:00:22,0.0,b'{}'
1635156021585,2021-10-25 10:00:21,0.0,b'{}'
1635152422843,2021-10-25 09:00:22,0.0,b'{}'
1635148822998,2021-10-25 08:00:22,0.0,b'{}'
1635145226638,2021-10-25 07:00:26,0.0,b'{}'
1635141619245,2021-10-25 06:00:19,0.0,b'{}'
1635138025187,2021-10-25 05:00:25,0.0,b'{}'
1635134422976,2021-10-25 04:00:22,0.0,b'{}'
1635130825653,2021-10-25 03:00:25,55.0,b'{}'
1635127225764,2021-10-25 02:00:25,55.0,b'{}'
1635123614701,2021-10-25 01:00:14,54.0,b'{}'
1635120016026,2021-10-25 00:00:16,52.0,b'{}'
1635116418974,2021-10-24 23:00:18,50.0,b'{}'
1635112817116,2021-10-24 22:00:17,48.0,b'{}'
1635109221490,2021-10-24 21:00:21,44.0,b'{}'
1635105615937,2021-10-24 20:00:15,39.0,b'{}'
1635102018988,2021-10-24 19:00:18,36.0,b'{}'
1635098412802,2021-10-24 18:00:12,28.0,b'{}'
1635094816565,2021-10-24 17:00:16,20.0,b'{}'
1635091221467,2021-10-24 16:00:21,7.0,b'{}'
1635087626187,2021-10-24 15:00:26,2.0,b'{}'
1635084019592,2021-10-24 14:00:19,2.0,b'{}'
1635080421058,2021-10-24 13:00:21,2.0,b'{}'
1635076823553,2021-10-24 12:00:23,2.0,b'{}'
1635073219081,2021-10-24 11:00:19,2.0,b'{}'
1635069619689,2021-10-24 10:00:19,2.0,b'{}'
1635066018982,2021-10-24 09:00:18,2.0,b'{}'
1635062414103,2021-10-24 08:00:14,2.0,b'{}'
1635058815805,2021-10-24 07:00:15,1.0,b'{}'
1635055220591,2021-10-24 06:00:20,0.0,b'{}'
1635051622186,2021-10-24 05:00:22,0.0,b'{}'
1635048023733,2021-10-24 04:00:23,0.0,b'{}'
1635044416950,2021-10-24 03:00:16,969.0,b'{}'
